RCDTS,Type,School Name,District,City,County,District Type,School Type,Title 1 Status,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Asian,% Student Enrollment - Native Hawaiian or Other Pacific Islander,% Student Enrollment - American Indian or Alaska Native,% Student Enrollment - Two or More Races,% Student Enrollment - Children with Disabilities,% Student Enrollment - IEP,% Student Enrollment - EL,% Student Enrollment - Low Income,% Student Enrollment - Homeless,Total Number of School Days,Student Attendance Rate,Student Chronic Truancy Rate,High School Dropout Rate - Total,Avg Class Size - High School,Avg Number of Days of Physical Education per Week Per Student,Percent Teachers With Bachelor Degree,Percent Teachers With Masters Degree,Teacher Retention Rate,Teacher Attendance Rate,Teacher Avg Salary,Admin Avg Salary,Chronic Absenteeism,% Students with an IEP - White,% Students with an IEP - Black or African American,% Students with an IEP - Hispanic or Latino,% Students with an IEP - Asian,Grades Served,Summative Designation,Summative Designation: Student Group(s),$ Site-level Per-Pupil Expenditures - Subtotal,$ Total Per-Pupil Expenditures - Subtotal,SAT Reading Average,SAT Math Average,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,Year
50162110170001,School,J B Conant High School,Township HSD 211,Hoffman Estates,Cook,High School Distrcts,High School,Title 1 Ineligible Due to Rank,2525,44.3,3.7,18.6,29.3,*,*,3.8,13.9,5.9,12.3,33.9,1,177.0,93.9,2.5,1.1,15.5,5.0,27.1,72.9,96.0,85.6,119952.0,158310.0,15.3,51.2,6.5,25.6,12.6,9 - 12,Exemplary,All Students,16311.74,19650.92,532.7,544,26.5,20,34.9,18.6,2023
50162110170002,School,Wm Fremd High School,Township HSD 211,Palatine,Cook,High School Distrcts,High School,Title 1 Ineligible Due to Rank,2568,45.4,4.1,13.9,32.3,*,*,4.2,20.2,7.3,9,22.3,0.7,177.0,94.9,4.7,0.4,13.5,5.0,18.2,81.8,97.1,82.4,119952.0,158310.0,11.3,50.7,13.9,19.7,9.5,9 - 12,Exemplary,All Students,17269.85,20468.77,562,571.1,17.9,19.9,34.8,27.3,2023
50162110170003,School,Palatine High School,Township HSD 211,Palatine,Cook,High School Distrcts,High School,Title 1 Schoolwide,2525,33.5,5.5,50.6,7,*,*,3,21.7,11.8,26,61.5,4.6,177.0,90.0,14.8,2.9,11.1,5.0,23.1,76.9,96.1,86.1,119952.0,158310.0,28.9,29.7,6.9,55.3,3.4,9 - 12,Commendable,All Students,21682.69,24923.61,477.3,477.1,42.9,29.4,21.8,5.9,2023
50162110170004,School,Schaumburg High School,Township HSD 211,Schaumburg,Cook,High School Distrcts,High School,Title 1 Eligible but Not Serve,2280,45,4.3,27.2,18.3,*,*,5,17.3,6.9,9.3,38.9,1.5,177.0,93.3,4.4,1,14.9,5.0,24.0,76.0,98.3,78.6,119952.0,158310.0,16.7,50.7,6.3,31.2,8.6,9 - 12,Exemplary,All Students,18415.9,21631.17,529,539.1,22.3,27.9,36.2,13.7,2023
50162110170006,School,Hoffman Estates High School,Township HSD 211,Hoffman Estates,Cook,High School Distrcts,High School,Title 1 Schoolwide,2055,27.9,10.8,36.7,19.6,*,*,4.6,16.3,9.7,17.1,52.2,1.5,177.0,92.8,3,1.4,12.9,5.0,21.4,78.6,97.4,83.5,119952.0,158310.0,20,30.5,18.2,35.2,9.3,9 - 12,Commendable,All Students,20124.03,23575.91,502.4,493.3,40.1,28.4,21.1,10.4,2023
50162140170002,School,Elk Grove High School,Township HSD 214,Elk Grove Village,Cook,High School Distrcts,High School,Title 1 Schoolwide,1843,37.2,2.3,48.9,8.5,*,*,2.6,16.3,8.4,25.4,39.6,1.4,180.0,89.4,23.9,1.8,16.9,2.5,20.8,79.2,94.3,76.2,113837.0,160912.0,32.6,26.7,*,60.6,*,9 - 12,Commendable,All Students,15481.57,25314.27,479.9,465.4,51.7,25.5,17.3,5.4,2023
50162140170004,School,John Hersey High School,Township HSD 214,Arlington Heights,Cook,High School Distrcts,High School,Title 1 Ineligible Due to Rank,2038,67.9,1.5,15.1,11.5,*,*,3.7,24.2,10.7,7.2,13.7,0.7,180.0,93.6,5.2,*,20.4,2.5,19.6,79.6,93.7,82.9,113837.0,160912.0,16.8,57.4,*,29.4,5.9,9 - 12,Exemplary,All Students,13365.77,23198.47,563.2,549.8,16.3,27.4,40.2,16.1,2023
50162140170005,School,Prospect High School,Township HSD 214,Mt Prospect,Cook,High School Distrcts,High School,Title 1 Ineligible Due to Rank,2155,72.1,1.9,13.5,7.6,*,*,4.6,24.5,9.8,5.4,11.3,1.1,180.0,94.2,5.3,0.7,19.1,2.5,24.3,75.7,91.4,84.4,113837.0,160912.0,13.8,57.8,4,26.7,6.1,9 - 12,Commendable,All Students,13697.92,23530.62,556.5,542.7,21.7,26.2,37.6,14.5,2023
50162140170006,School,Wheeling High School,Township HSD 214,Wheeling,Cook,High School Distrcts,High School,Title 1 Schoolwide,1623,24.5,2.7,63.8,7,0.1,*,1.9,19.5,12,33,46.2,5.2,180.0,87.4,31.4,1.1,16.9,2.5,21.7,78.3,94.1,81.9,113837.0,160912.0,36.6,14.5,5,73.1,*,9 - 12,Commendable,All Students,16990.71,26823.41,473.1,465.8,47.7,25.9,21.5,4.9,2023
50162140170007,School,Rolling Meadows High School,Township HSD 214,Rolling Meadows,Cook,High School Distrcts,High School,Title 1 Schoolwide,1901,46.3,3.7,39.3,7.4,*,*,3.2,22.6,9.7,20.7,27.9,1.3,180.0,88.0,24.2,1.3,16.8,2.5,23.1,75.3,93.2,81.1,113837.0,160912.0,35.5,38.5,6.3,48.9,4.1,9 - 12,Commendable,All Students,15070.56,24903.26,505.3,493.1,40.7,24,27.3,8,2023
50162140170008,School,Buffalo Grove High School,Township HSD 214,Buffalo Grove,Cook,High School Distrcts,High School,Title 1 Ineligible Due to Rank,1917,52.3,1.7,31.6,11,0.1,*,3.4,18.4,8.8,20.6,24.3,1.8,180.0,90.2,21.2,1.5,16.1,2.5,22.5,77.5,94.4,77.9,113837.0,160912.0,29.4,45,4.4,41.5,5.2,9 - 12,Commendable,All Students,15345.95,25178.65,503.2,507.9,32,28.5,28.7,10.7,2023
50162190170002,School,Niles North High School,Niles Twp HSD 219,Skokie,Cook,High School Distrcts,High School,Title 1 Targeted,1929,34.7,9.4,17.6,33.7,*,*,4.3,19.7,10.3,14.3,35.5,1.7,177.0,91.6,10,2.2,10.7,5.0,23.2,76.8,92.2,43.8,116457.0,141004.0,27.3,37,12.1,24.2,23.1,9 - 12,Commendable,All Students,28509.52,33761.27,526.7,515.5,29.2,29,31.2,10.7,2023
50162190170003,School,Niles West High School,Niles Twp HSD 219,Skokie,Cook,High School Distrcts,High School,Title 1 Targeted,2517,38.5,6.6,17.2,32.6,*,*,4.8,17.4,8.9,14.9,32.5,2,177.0,91.7,11.9,2,11.3,5.0,28.7,71.3,91.3,45.6,116457.0,141004.0,26.5,37.7,13.8,22.6,20,9 - 12,Commendable,All Students,23708.21,28959.95,521.3,505.5,29.7,34.9,27.1,8.3,2023
50162250170001,School,Glenbrook North High School,Glenbrook HSD 225,Northbrook,Cook,High School Distrcts,High School,Title 1 Ineligible Due to Rank,2033,66.5,0.8,5.1,21.9,*,*,5.3,28.4,13.2,3.2,4.4,*,177.0,94.4,1.8,*,16.2,2.6,25.8,74.2,95.2,74.5,124308.0,197845.0,12,72.6,*,9.7,11.9,9 - 12,Commendable,All Students,22307.29,30747.63,584.5,593.2,10.1,19.9,40.6,29.4,2023
50162250170002,School,Glenbrook South High School,Glenbrook HSD 225,Glenview,Cook,High School Distrcts,High School,Title 1 Targeted,2957,55.3,1.8,15.8,22.2,*,*,4.7,24.2,10.3,11.5,19.2,0.8,177.0,92.6,6.4,0.9,15.2,2.6,28.6,71.4,94.9,73.0,124308.0,197845.0,19.4,49.3,3,29.5,10.7,9 - 12,Commendable,All Students,18905.32,27345.66,562,551.5,22.3,23.4,36.6,17.7,2023
60162000130001,School,Oak Park & River Forest High Sch,Oak Park - River Forest SD 200,Oak Park,Cook,High School Distrcts,High School,Title 1 Targeted,3226,51.8,19,15.4,3.3,*,0,10.4,29.2,15.7,2.2,19.9,0.5,178.0,92.6,9,1.2,13.8,4.9,17.0,83.0,94.3,61.5,111526.0,150172.0,20.3,41,32.5,16.6,2.2,9 - 12,Commendable,All Students,17097.87,25389.96,579.8,551.9,22,22.8,36.1,19.2,2023
60162010170001,School,J Sterling Morton East High Sch,J S Morton HSD 201,Cicero,Cook,High School Distrcts,High School,Title 1 Schoolwide,3411,2.7,1.8,93.9,*,0,1.3,*,11.4,9.3,43.1,87.5,3.6,176.0,90.1,35.2,7,19.3,5.0,45.3,54.1,88.8,50.7,86264.0,110280.0,34.2,3.2,3.8,91.3,*,10 - 12,Commendable,All Students,12579.53,17452.06,420.5,404.5,76.2,16.9,5.8,1.1,2023
60162010170002,School,J Sterling Morton West High Sch,J S Morton HSD 201,Berwyn,Cook,High School Distrcts,High School,Title 1 Schoolwide,3410,5.3,5.8,87,1,0,*,0.8,19.8,16.5,25.2,78.8,1.2,176.0,90.9,24.7,4.1,19.6,5.0,43.3,55.2,89.3,57.5,86264.0,110280.0,30.2,6.6,8.7,81.9,*,9 - 12,Commendable,All Students,11832.69,16705.22,442.5,411.1,74.2,18.1,7.1,0.6,2023
60162010170003,School,J Sterling Morton Freshman Cntr,J S Morton HSD 201,Cicero,Cook,High School Distrcts,High School,Title 1 Schoolwide,1032,*,1.9,97.2,0.5,0,*,*,12.9,10.4,45.9,93.8,1.8,176.0,91.1,29.1,1.8,19.4,5.0,31.2,67.5,86.9,41.0,86264.0,110280.0,30.6,*,*,84.2,*,9 - 9,Commendable,All Students,14526.5,19399.02,,,,,,,2023
60162040170001,School,Lyons Twp High Sch,Lyons Twp HSD 204,La Grange,Cook,High School Distrcts,High School,Title 1 Targeted,3713,64.8,3.1,26.2,2.5,*,*,3.2,23.7,11.9,6,11.6,0,177.0,92.3,7.6,0.6,18.8,5.0,17.7,81.9,95.8,72.8,120199.0,158875.0,22.7,55.3,5.1,33.7,*,9 - 12,Exemplary,All Students,19289.68,23532.48,541.2,538,23.6,23.5,38.6,14.3,2023
60162080170001,School,Riverside Brookfield Twp HS,Riverside-Brookfield Twp SD 208,Riverside,Cook,High School Distrcts,High School,Title 1 Targeted,1637,45.4,5.4,43.2,1.7,*,*,3.9,22.3,13.2,6,13.7,1.3,177.0,93.0,12.5,0.8,17.5,5.0,24.5,75.5,96.7,79.1,108742.0,128865.0,19.9,36.4,9.9,49.2,*,9 - 12,Exemplary,All Students,16232.3,18838.52,513,505.9,31.5,29,32,7.4,2023
60162090170001,School,Proviso East High School,Proviso Twp HSD 209,Maywood,Cook,High School Distrcts,High School,Title 1 Schoolwide,1525,1.9,36.7,59.4,*,0,*,1.4,13.6,13.4,31,21.2,1.7,176.0,83.9,53.9,5.4,11.3,5.0,43.4,54.6,83.0,42.7,77101.0,132039.0,57.6,5.3,48.9,43.3,*,9 - 12,Commendable,All Students,12965.41,21801.12,419.7,394.9,81.4,15.1,3.3,0.3,2023
60162090170002,School,Proviso West High School,Proviso Twp HSD 209,Hillside,Cook,High School Distrcts,High School,Title 1 Schoolwide,1686,2.2,39,56.8,*,0,*,1.5,14.5,14.5,28.5,12.8,1.2,176.0,72.7,73.6,3.3,11.0,5.0,23.7,72.5,81.8,37.9,77101.0,132039.0,75.7,4.5,44.4,49.5,*,9 - 12,Commendable,All Students,12079.34,20915.06,412.7,386.1,83.7,13.9,2.2,0.3,2023
60162090170003,School,Proviso Math and Science Academy,Proviso Twp HSD 209,Forest Park,Cook,High School Distrcts,High School,Title 1 Schoolwide,914,5.3,20.7,69.9,3,0,*,1.2,2.1,2,10.6,20,*,176.0,92.3,15.2,*,21.0,5.0,26.2,73.8,83.2,32.5,77101.0,132039.0,24.5,4.9,46.5,46.6,*,9 - 12,Commendable,All Students,9102.01,17937.73,520.5,502.7,29,35.3,32.6,3.2,2023
60162120160001,School,East Leyden High School,Leyden CHSD 212,Franklin Park,Cook,High School Distrcts,High School,Title 1 Schoolwide,1826,35.2,1.3,59.4,2.6,*,0.7,0.8,8.9,8.8,25.5,37.4,2,176.0,88.7,19.6,2.4,11.9,4.9,20.3,79.3,93.7,71.9,105483.0,161257.0,34.3,31.3,*,61.8,*,9 - 12,Commendable,All Students,14399.13,24241.11,466.2,465.6,48.9,24.9,23.7,2.4,2023
60162120160002,School,West Leyden High School,Leyden CHSD 212,Northlake,Cook,High School Distrcts,High School,Title 1 Schoolwide,1696,11.5,1.7,83.9,2,*,*,*,16.6,16.6,24.9,41.6,0.7,176.0,89.4,9.7,3.2,13.6,4.9,18.5,81.1,91.4,55.1,105483.0,161257.0,32.2,13.6,*,82,*,9 - 12,Commendable,All Students,16533.32,26375.3,449.7,441.5,55.4,30.4,13.1,1.1,2023
60162340160001,School,Ridgewood Comm High School,Ridgewood CHSD 234,Norridge,Cook,High School Distrcts,High School,Title 1 Targeted,919,60.6,*,28.3,9.4,0,*,1.3,15.9,10.7,21.9,24.9,2.2,177.0,91.3,5.3,1.5,14.1,3.0,29.5,68.7,95.5,70.5,98260.0,143225.0,29.3,45,*,40.8,11.7,9 - 12,Commendable,All Students,21732.88,21732.88,474.5,465,45.9,29.3,22.7,2.1,2023
60164010260001,School,Elmwood Park High School,Elmwood Park CUSD 401,Elmwood Park,Cook,Unit Distrcts,High School,Title 1 Eligible but Not Serve,991,34.7,2.6,59.3,1.9,*,*,*,14.2,12.2,22.2,41.9,*,176.0,89.5,19.4,2,12.1,5.0,45.1,54.9,80.6,64.5,81812.0,121607.0,36.7,31.5,*,63.9,*,9 - 12,Commendable,All Students,14278.01,16607.33,471.9,459.7,48.4,31.5,17.7,2.4,2023
70162050170001,School,Thornton Township High School,Thornton Twp HSD 205,Harvey,Cook,High School Distrcts,High School,Title 1 Schoolwide,1485,3.1,64.7,29.5,1.2,*,*,1.2,8.2,6.2,20.9,92.3,5.3,176.0,87.2,52.9,4.2,18.7,5.0,24.1,74.2,90.0,74.5,95660.0,134154.0,49.7,*,77.2,18.5,*,9 - 12,Commendable,All Students,24490.8,29246.13,406.1,395.3,77.7,15.2,6.8,0.3,2023
70162050170002,School,Thornridge High School,Thornton Twp HSD 205,Dolton,Cook,High School Distrcts,High School,Title 1 Schoolwide,789,*,90.1,7.5,0.4,*,*,1.8,17.4,15,6.1,79.7,18.5,176.0,88.1,42,5.3,18.5,5.0,21.8,75.1,87.9,75.0,95660.0,134154.0,46.8,*,91.4,5.6,*,9 - 12,Commendable,All Students,31464.58,36219.92,398.5,390.1,78.8,19.8,0.5,0.9,2023
70162050170003,School,Thornwood High School,Thornton Twp HSD 205,South Holland,Cook,High School Distrcts,High School,Title 1 Schoolwide,1776,1.5,81.4,14.6,*,*,*,2.3,20.6,17.3,9.3,71.7,3.2,176.0,87.6,46.8,4.2,19.2,5.0,22.7,75.1,92.2,85.5,95660.0,134154.0,49,4,84.1,8.1,*,9 - 12,Commendable,All Students,24862.32,29617.66,418.7,403.4,76.7,19.1,4,0.2,2023
70162060170001,School,Bloom High School,Bloom Twp HSD 206,Chicago Heights,Cook,High School Distrcts,High School,Title 1 Schoolwide,1767,2.8,38.9,56.4,*,*,*,1.6,12.8,12.8,25.4,84.2,*,177.0,86.2,50.6,2.9,11.6,4.2,19.5,79.5,92.5,50.3,88366.0,126647.0,48.4,5.8,51.5,42.7,0,9 - 12,Commendable,All Students,15174.41,22056.05,419.9,399.7,75.7,17.8,6.5,0,2023
70162060170002,School,Bloom Trail High School,Bloom Twp HSD 206,Chicago Heights,Cook,High School Distrcts,High School,Title 1 Schoolwide,1270,10.6,57.6,28.2,*,*,*,2.7,19.3,19.3,10.5,82.4,0.9,177.0,86.4,51.1,4.6,10.7,3.8,34.3,64.3,83.5,56.7,88366.0,126647.0,48.1,10.3,69.8,16.9,0,9 - 12,Commendable,All Students,15197.1,22078.74,406.5,388.6,81.8,14.7,3.1,0.3,2023
70162100170001,School,Lemont Twp High School,Lemont Twp HSD 210,Lemont,Cook,High School Distrcts,High School,Title 1 Targeted,1301,78.9,1.1,12.5,4.2,0,0,3.3,18.7,9.9,4.6,17.4,*,176.0,92.8,1.6,*,16.0,2.2,19.3,80.7,94.0,76.0,95618.0,168997.0,21.2,71.6,*,17,*,9 - 12,Exemplary,All Students,21755.85,21755.85,536,544.3,21,26.2,39.6,13.1,2023
70162150170001,School,Thornton Fractnl No High School,Thornton Fractional Twp HSD 215,Calumet City,Cook,High School Distrcts,High School,Title 1 Schoolwide,1237,0.9,62.2,35.7,*,*,*,0.9,13.4,13.4,17.2,66.5,1.8,178.0,92.8,19.2,3.8,18.6,5.0,16.0,81.5,92.1,54.9,104753.0,136033.0,21.8,*,68.1,26.5,*,9 - 12,Commendable,All Students,15112.77,20913.12,435.3,406.4,73.5,20.8,5.4,0.3,2023
70162150170002,School,Thornton Fractnl So High School,Thornton Fractional Twp HSD 215,Lansing,Cook,High School Distrcts,High School,Title 1 Schoolwide,1740,6.7,66.5,24.7,*,*,*,1.1,12.9,12.9,9.1,50,2.8,178.0,93.6,20.6,2.9,17.1,5.0,18.4,81.6,96.3,61.8,104753.0,136033.0,19.1,7.4,69.1,21.8,*,9 - 12,Commendable,All Students,14138.0,19938.35,447.1,419.7,68.5,21.8,9.2,0.5,2023
70162170160001,School,Argo Community High School,Argo CHSD 217,Summit,Cook,High School Distrcts,High School,Title 1 Schoolwide,1771,32.4,9.5,54.6,2.6,0,*,0.8,18.1,13.6,23.5,67.8,*,178.0,92.3,13.5,3.1,12.6,5.0,21.1,78.1,96.0,55.2,116080.0,143692.0,24.8,31,13.8,52.2,*,9 - 12,Commendable,All Students,20355.71,24211.27,443.3,442.8,54.8,28.6,14.8,1.7,2023
70162180160001,School,DD Eisenhower High Sch (Campus),CHSD 218,Blue Island,Cook,High School Distrcts,High School,Title 1 Schoolwide,1806,7.3,28.7,61.1,0.7,*,*,1.9,26.2,21.5,22.6,82.6,3.1,176.0,88.5,29,3.6,12.3,5.0,14.2,85.8,93.6,64.4,104805.0,159186.0,40.9,8.2,39.2,50.7,*,9 - 12,Commendable,All Students,14226.76,24094.19,429.1,417.6,69.5,21.4,9.1,0,2023
70162180160004,School,H L Richards High Sch(Campus),CHSD 218,Oak Lawn,Cook,High School Distrcts,High School,Title 1 Schoolwide,1601,43.3,21.6,31,1.9,*,*,1.7,20.7,13.7,18.2,64.2,1,176.0,91.1,16.5,3.2,13.6,4.7,14.7,84.4,91.4,61.4,104805.0,159186.0,29.5,37.9,27,31.6,*,9 - 12,Commendable,All Students,14923.76,24791.18,458.7,453.5,50.1,28.6,19.3,1.9,2023
70162180160007,School,A B Shepard High Sch (Campus),CHSD 218,Palos Heights,Cook,High School Distrcts,High School,Title 1 Schoolwide,1843,41.5,23.2,31.1,1.4,*,*,2.6,19.9,14.9,11,60.6,0.7,176.0,90.5,15.6,3,14.8,5.0,16.3,83.7,94.9,66.7,104805.0,159186.0,32.8,41.8,26.6,28.9,*,9 - 12,Commendable,All Students,14071.92,23939.35,463.5,454.8,51,29.2,15.9,4,2023
70162200170001,School,Reavis High School,Reavis Twp HSD 220,Burbank,Cook,High School Distrcts,High School,Title 1 Schoolwide,1893,26.4,1.5,67.4,2.2,0,*,2.4,16.4,12.1,26.2,66.8,1.3,176.0,92.4,15.7,2.1,15.8,5.0,21.1,78.9,95.0,59.8,107214.0,152005.0,22.7,34.8,*,58.5,*,9 - 12,Commendable,All Students,17906.27,20430.99,463.4,449.6,57,26.7,14,2.4,2023
70162270170002,School,Rich Township High School,Rich Twp HSD 227,Olympia Fields,Cook,High School Distrcts,High School,Title 1 Schoolwide,2261,1.3,83.9,11.5,*,0,*,3.1,18,17.6,7.9,59.5,1.4,176.0,86.4,48.5,4.8,18.3,5.0,24.8,73.0,90.7,44.7,100735.0,126190.0,48.2,2.6,84.9,7.9,0,9 - 12,Commendable,All Students,23121.13,35002.24,410.3,383,84.3,11.9,3.7,0,2023
70162280160001,School,Bremen High School,Bremen CHSD 228,Midlothian,Cook,High School Distrcts,High School,Title 1 Schoolwide,1422,10.1,21.4,65.4,1.1,*,*,1.9,17.9,12.7,24.8,38.5,2,177.0,90.4,11,1.7,18.4,5.0,26.5,73.5,95.4,81.4,100916.0,160063.0,32.8,14,32.4,50.7,*,9 - 12,Commendable,All Students,10471.77,23800.18,432.9,419.4,67.8,20.4,10.9,0.8,2023
70162280160002,School,Tinley Park High School,Bremen CHSD 228,Tinley Park,Cook,High School Distrcts,High School,Title 1 Ineligible Due to Rank,996,42.4,23.7,26.8,3.1,*,*,3.7,18.9,11.1,6.5,23.8,*,177.0,93.2,7.4,1.4,19.7,5.0,17.6,79.2,93.9,71.3,100916.0,160063.0,20.8,38.1,29.4,28.8,*,9 - 12,Commendable,All Students,11669.09,24997.5,472.3,449.6,54.7,23.6,19,2.7,2023
70162280160003,School,Hillcrest High School,Bremen CHSD 228,Country Club Hills,Cook,High School Distrcts,High School,Title 1 Schoolwide,1089,*,89.3,7.3,*,*,*,2.8,17,13.2,2,54.2,7.2,177.0,87.4,44.6,4.6,17.0,5.0,34.1,62.0,90.1,88.3,100916.0,160063.0,46.9,*,89.5,5.4,*,9 - 12,Commendable,All Students,11144.59,24473.0,406.9,391.3,79.9,15.8,4.3,0,2023
70162280160004,School,Oak Forest High School,Bremen CHSD 228,Oak Forest,Cook,High School Distrcts,High School,Title 1 Ineligible Due to Rank,1347,49.7,9.9,30.9,5.5,*,*,3.7,20.9,14.8,12,27.5,1.9,177.0,93.3,3.3,1.8,18.8,5.0,32.9,66.3,91.5,77.6,100916.0,160063.0,19.7,52.6,11.4,28.9,*,9 - 12,Commendable,All Students,10220.8,23549.21,476.2,463.9,46.9,27.2,23.6,2.4,2023
70162290160001,School,Oak Lawn Comm High School,Oak Lawn CHSD 229,Oak Lawn,Cook,High School Distrcts,High School,Title 1 Schoolwide,1792,48.4,6.8,41.4,1.6,*,0.9,0.8,21.1,12.7,19,61.3,1.1,176.0,92.6,19.7,1,14.9,5.0,36.0,64.0,94.9,61.1,100919.0,134855.0,22.8,47.2,11.4,39,*,9 - 12,Commendable,All Students,18328.91,18328.91,465.6,459.4,53.8,26.4,17.6,2.3,2023
70162300130001,School,Carl Sandburg High School,Cons HSD 230,Orland Park,Cook,High School Distrcts,High School,Title 1 Ineligible Due to Rank,2847,70.6,6.8,14.1,6.4,*,*,1.6,20.1,11.9,8.9,21.6,0.7,179.0,93.2,4.1,0.6,17.8,,11.5,88.5,96.8,84.8,97625.0,137381.0,18.6,62,13.1,19.5,3.2,9 - 12,Commendable,All Students,13755.19,20688.48,511.1,495.2,34.6,32,28.6,4.8,2023
70162300130002,School,Amos Alonzo Stagg High School,Cons HSD 230,Palos Hills,Cook,High School Distrcts,High School,Title 1 Schoolwide,2526,72.9,3.8,17.8,3.8,*,0.5,0.8,16.4,11.4,14.1,35.9,1.1,179.0,91.8,8.2,1.6,15.9,,14.9,84.0,95.3,75.4,97625.0,137381.0,25.3,65.3,6.4,23.2,3.4,9 - 12,Commendable,All Students,13851.71,20781.21,493.3,481.9,39.5,31.8,24.3,4.4,2023
70162300130003,School,Victor J Andrew High School,Cons HSD 230,Orland Hills,Cook,High School Distrcts,High School,Title 1 Ineligible Due to Rank,2207,72.2,5.8,15.1,4.3,*,*,2.2,18.1,12.6,6.4,23.4,0.6,179.0,94.3,1.4,0.8,16.0,,22.2,77.8,91.8,72.9,97625.0,137381.0,14.9,69.4,7.6,17.4,*,9 - 12,Commendable,All Students,14114.67,21045.4,505.2,495,29.8,39.1,28.2,2.8,2023
70162310160001,School,Evergreen Park High School,Evergreen Park CHSD 231,Evergreen Park,Cook,High School Distrcts,High School,Title 1 Targeted,889,33.3,32.1,31.3,*,0,*,2.4,19.8,11.5,7.1,30.5,*,176.0,93.1,4.5,*,18.9,5.0,27.3,71.2,94.4,83.3,87451.0,147787.0,19,26.1,35.2,36.6,0,9 - 12,Commendable,All Students,14296.33,21348.88,481.9,473.2,43.9,30.9,20,5.2,2023
70162330160001,School,Homewood-Flossmoor High School,Homewood Flossmoor CHSD 233,Flossmoor,Cook,High School Distrcts,High School,Title 1 Targeted,2751,12.3,73.6,9.7,0.5,*,*,3.9,13,13,2,13.7,1.5,177.0,89.2,20.9,1.5,13.1,3.4,28.0,70.9,89.8,58.8,99315.0,133242.0,34.4,12.8,71.9,10.6,*,9 - 12,Commendable,All Students,16292.67,23656.26,480,455.4,52.1,30.2,16.1,1.7,2023
07016901025001C,School,Southland College Prep Charter High School,Southland College Prep Charter High School,Richton Park,Cook,Unit Distrcts,High School,Title 1 Targeted,578,*,88.8,4.7,*,0,*,4.5,16.3,11.8,*,60.2,1.9,176.0,94.1,*,*,18.1,5.0,45.4,50.8,86.0,39.5,72722.0,140187.0,9.1,*,89.5,*,0,9 - 12,Commendable,All Students,15042.59,25007.48,489.1,452.8,52.7,29.1,16.9,1.4,2023
80083080260001,School,Eastland Jr/Sr High School,Eastland CUSD 308,Lanark,Carroll,Unit Distrcts,High School,Title 1 Targeted,337,88.7,*,5.3,*,0,0,5.6,14.2,13.9,*,45.7,*,176.0,94.6,2.8,,9.6,4.0,45.7,54.3,98.6,53.9,66272.0,108833.0,12.7,87,*,*,0,7 - 12,Commendable,All Students,10540.76,16450.08,490.7,497.8,28.3,41.3,26.1,4.3,2023
80083140260001,School,West Carroll High School,West Carroll CUSD 314,Savanna,Carroll,Unit Distrcts,High School,Title 1 Schoolwide,264,83.3,*,13.6,*,0,*,*,17.8,14.4,*,53,*,177.0,93.0,9.9,*,9.2,5.0,62.3,37.7,78.4,82.4,57769.0,111352.0,24.6,76.9,0,*,0,9 - 12,Commendable,All Students,7173.04,16698.77,448.1,433.3,66.7,25.9,5.6,1.9,2023
80083990260002,School,Chadwick-Milledgeville Jr/Sr High School,Chadwick-Milledgeville CUSD 399,Milledgeville,Carroll,Unit Distrcts,High School,Title 1 Eligible but Not Serve,181,91.2,0,*,0,0,0,*,8.3,8.3,0,39.2,*,176.0,94.3,*,,7.3,5.0,63.6,36.4,95.7,66.1,56859.0,108664.0,15.1,76.9,*,*,0,6 - 12,Commendable,All Students,10697.82,17806.18,515.5,462.5,45,45,10,0,2023
80431190220003,School,East Dubuque High School,East Dubuque USD 119,East Dubuque,Jo Daviess,Unit Distrcts,High School,Title 1 Eligible but Not Serve,179,87.2,*,6.1,0,0,0,*,16.8,16.8,*,36.3,*,176.0,93.1,9.8,*,9.3,5.0,68.7,28.6,91.3,93.7,47168.0,121215.0,24.9,94.7,*,*,0,9 - 12,Commendable,All Students,5444.13,19233.42,476.7,468.2,35.6,42.2,22.2,0,2023
80431200220002,School,Galena High School,Galena USD 120,Galena,Jo Daviess,Unit Distrcts,High School,Title 1 Eligible but Not Serve,239,78.2,*,18.4,*,*,0,*,18,12.1,7.1,32.6,*,176.0,94.0,*,4,8.2,3.0,60.1,39.9,96.3,81.3,71045.0,115561.0,18.5,82.6,*,*,*,9 - 12,Exemplary,All Students,21859.77,22330.14,504.3,498.1,20,50,27.1,2.9,2023
80432050260001,School,Warren Jr/Sr High School,Warren CUSD 205,Warren,Jo Daviess,Unit Distrcts,High School,Title 1 Targeted,182,92.3,0,*,0,0,0,*,26.4,19.2,0,43.4,*,176.0,94.6,6.3,*,5.9,5.0,47.5,52.5,86.5,68.9,55852.0,120912.0,14,91.3,0,*,0,6 - 12,Commendable,All Students,8485.61,17611.58,471.5,441.5,57.7,26.9,15.4,0,2023
